"promotion_id","promotion_district_id","promotion_name","media_type","cost","start_date","end_date"
"1079","123","Dimes Off","Bulk Mail","8497","1997-12-18","1997-12-21"
"1080","123","Dollar Cutters","TV","9458","1997-12-31","1998-01-04"
"1081","123","Money Savers","Radio","11955","1998-01-13","1998-01-15"
"1082","123","Weekend Markdown","Street Handout","10353","1998-01-29","1998-02-01"
"1083","123","You Save Days","In-Store Coupon","9525","1998-02-12","1998-02-16"
"1084","123","Savings Galore","Cash Register Handout","12195","1998-02-26","1998-03-01"
"1085","123","Sales Galore","Sunday Paper, Radio, TV","9565","1998-03-10","1998-03-11"
"1086","123","Saving Days","Cash Register Handout","13344","1998-03-26","1998-03-28"
"1087","123","Pick Your Savings","Sunday Paper, Radio, TV","14962","1998-04-10","1998-04-13"
"1088","123","Sales Days","Daily Paper, Radio, TV","9342","1998-04-23","1998-04-25"
"1089","123","I Cant Believe It Sale","Daily Paper, Radio","11585","1998-05-05","1998-05-07"
"1090","123","Fantastic Discounts","Sunday Paper, Radio, TV","13401","1998-05-20","1998-05-21"
"1091","123","Go For It","Daily Paper, Radio, TV","9662","1998-06-04","1998-06-07"
"1092","123","Pick Your Savings","Daily Paper","5751","1998-06-17","1998-06-20"
"1093","123","Price Winners","Daily Paper, Radio","12867","1998-07-01","1998-07-04"
"1094","123","Green Light Special","Cash Register Handout","12719","1998-07-17","1998-07-20"
"1095","123","Three for One","Daily Paper, Radio, TV","7526","1998-07-29","1998-07-31"
"1096","123","Weekend Markdown","Sunday Paper, Radio, TV","5323","1998-08-13","1998-08-14"
"1097","123","Wallet Savers","Daily Paper, Radio","11215","1998-08-27","1998-08-30"
"1098","123","Money Grabbers","Radio","6448","1998-09-11","1998-09-14"
"1099","123","Super Savers","Sunday Paper, Radio, TV","12456","1998-09-24","1998-09-28"
"1100","123","One Day Sale","Street Handout","11962","1998-10-07","1998-10-09"
"1101","123","Price Smashers","Daily Paper, Radio","8824","1998-10-22","1998-10-24"
"1102","123","Sale Winners","In-Store Coupon","9439","1998-11-06","1998-11-09"
"1103","123","Shelf Clearing Days","Radio","13992","1998-11-20","1998-11-22"
"1104","123","Price Winners","Daily Paper, Radio","7863","1998-12-02","1998-12-04"
"1105","123","Price Cutters","Sunday Paper","6942","1998-12-16","1998-12-18"
"1106","123","I Cant Believe It Sale","Product Attachment","5594","1998-12-30","1999-01-02"
"1108","124","Three for One","In-Store Coupon","8144","1996-01-17","1996-01-18"
"1109","124","Price Savers","Daily Paper, Radio","12097","1996-02-02","1996-02-06"
"1110","124","Free For All","In-Store Coupon","8785","1996-02-14","1996-02-17"
"1111","124","Money Grabbers","Sunday Paper, Radio","10428","1996-02-28","1996-03-01"
"1112","124","Sale Winners","Daily Paper, Radio","7717","1996-03-14","1996-03-17"
"1113","124","Double Down Sale","Cash Register Handout","6542","1996-03-29","1996-03-31"
"1114","124","Super Wallet Savers","Sunday Paper, Radio","8612","1996-04-09","1996-04-11"
"1115","124","Mystery Sale","Daily Paper, Radio","11456","1996-04-23","1996-04-25"
"1116","124","Free For All","Radio","10454","1996-05-10","1996-05-12"
"1117","124","High Roller Savings","Sunday Paper","11496","1996-05-24","1996-05-26"
"1118","124","Price Cutters","Bulk Mail","12849","1996-06-07","1996-06-09"
"1119","124","Three for One","Sunday Paper, Radio, TV","14238","1996-06-20","1996-06-24"
"1120","124","One Day Sale","Daily Paper, Radio","14945","1996-07-04","1996-07-07"
"1121","124","Dimes Off","Sunday Paper","13516","1996-07-17","1996-07-19"
"1122","124","Go For It","Daily Paper, Radio","9004","1996-07-31","1996-08-03"
"1123","124","Tip Top Savings","Sunday Paper, Radio","11593","1996-08-13","1996-08-15"
"1124","124","Green Light Special","TV","11354","1996-08-29","1996-08-30"
"1125","124","Sale Winners","Sunday Paper","14798","1996-09-13","1996-09-16"
"1126","124","Super Wallet Savers","In-Store Coupon","8323","1996-09-27","1996-09-28"
"1127","124","Price Winners","Sunday Paper, Radio","6801","1996-10-10","1996-10-12"
"1128","124","I Cant Believe It Sale","Daily Paper","10927","1996-10-24","1996-10-26"
"1129","124","Price Winners","Cash Register Handout","13146","1996-11-07","1996-11-10"
"1130","124","Dollar Cutters","Sunday Paper","14707","1996-11-20","1996-11-23"
"1131","124","Pick Your Savings","Sunday Paper","14387","1996-12-04","1996-12-06"
"1132","124","Wallet Savers","Sunday Paper, Radio, TV","10221","1996-12-19","1996-12-20"
"1133","124","Coupon Spectacular","TV","10755","1997-01-01","1997-01-03"
"1134","124","Price Slashers","Radio","7698","1997-01-15","1997-01-18"
"1135","124","Wallet Savers","In-Store Coupon","8579","1997-01-30","1997-02-01"
"1136","124","Super Savers","In-Store Coupon","13466","1997-02-12","1997-02-16"
"1137","124","Save-It Sale","Radio","8873","1997-02-27","1997-03-02"
"1138","124","Savings Galore","Street Handout","13853","1997-03-13","1997-03-16"
"1139","124","Savings Galore","Cash Register Handout","14525","1997-03-25","1997-03-27"
"1140","124","Unbeatable Price Savers","Daily Paper, Radio, TV","13777","1997-04-09","1997-04-12"
"1141","124","Best Savings","Street Handout","11401","1997-04-24","1997-04-28"
"1142","124","Dollar Cutters","Daily Paper, Radio, TV","14418","1997-05-06","1997-05-08"
"1143","124","Big Promo","Cash Register Handout","12388","1997-05-22","1997-05-24"
"1144","124","Dollar Days","Cash Register Handout","13350","1997-06-04","1997-06-05"
"1145","124","Double Your Savings","TV","5847","1997-06-18","1997-06-21"
"1146","124","Sales Galore","Bulk Mail","14245","1997-07-04","1997-07-08"
"1147","124","Money Grabbers","Sunday Paper","10760","1997-07-17","1997-07-19"
"1148","124","Dollar Cutters","Product Attachment","13431","1997-08-01","1997-08-05"
"1149","124","Price Slashers","Sunday Paper, Radio, TV","10044","1997-08-12","1997-08-15"
"1150","124","Price Smashers","Product Attachment","13823","1997-08-28","1997-08-31"
"1151","124","Dimes Off","TV","11539","1997-09-11","1997-09-13"
"1152","124","Double Down Sale","Street Handout","5919","1997-09-24","1997-09-27"
"1153","124","Free For All","Radio","8162","1997-10-08","1997-10-12"
"1154","124","Shelf Clearing Days","Radio","9977","1997-10-24","1997-10-27"
"1155","124","Big Time Discounts","Street Handout","6239","1997-11-05","1997-11-06"
"1156","124","Big Time Savings","Cash Register Handout","12327","1997-11-18","1997-11-20"
"1157","124","Double Your Savings","Radio","9443","1997-12-02","1997-12-04"
"1158","124","Shelf Clearing Days","Daily Paper","9296","1997-12-17","1997-12-18"
"1159","124","Pick Your Savings","Bulk Mail","5349","1997-12-30","1997-12-31"
"1160","124","Dollar Cutters","Street Handout","13146","1998-01-14","1998-01-17"
"1161","124","Sale Winners","Sunday Paper, Radio, TV","5135","1998-01-27","1998-01-31"
"1162","124","Big Time Savings","Street Handout","10369","1998-02-11","1998-02-15"
"1163","124","Best Savings","In-Store Coupon","13721","1998-02-27","1998-03-01"
"1164","124","Savings Galore","Sunday Paper, Radio","5883","1998-03-13","1998-03-16"
"1165","124","Two Day Sale","Product Attachment","10089","1998-03-24","1998-03-27"
"1166","124","Weekend Markdown","Sunday Paper","13360","1998-04-08","1998-04-12"
"1167","124","Mystery Sale","Sunday Paper, Radio, TV","7913","1998-04-22","1998-04-25"
"1168","124","Two Day Sale","Radio","9128","1998-05-06","1998-05-09"
"1169","124","Unbeatable Price Savers","Daily Paper, Radio","10863","1998-05-20","1998-05-23"
"1170","124","Big Time Savings","In-Store Coupon","13580","1998-06-05","1998-06-08"
"1171","124","Unbeatable Price Savers","Bulk Mail","6678","1998-06-19","1998-06-22"
"1172","124","Sales Days","Sunday Paper","12258","1998-07-02","1998-07-04"
"1173","124","Sales Galore","Product Attachment","6210","1998-07-15","1998-07-17"
"1174","124","Shelf Clearing Days","Sunday Paper","12899","1998-07-30","1998-07-31"
"1175","124","Sales Galore","Daily Paper, Radio, TV","14541","1998-08-13","1998-08-16"
"1176","124","One Day Sale","Radio","11831","1998-08-28","1998-09-01"
"1177","124","Super Duper Savers","Sunday Paper, Radio","8000","1998-09-09","1998-09-12"
"1178","124","Money Grabbers","Daily Paper, Radio, TV","12726","1998-09-22","1998-09-25"
"1179","124","Big Time Discounts","Radio","5569","1998-10-08","1998-10-11"
"1180","124","Dimes Off","Daily Paper, Radio","13158","1998-10-21","1998-10-25"
"1181","124","Double Down Sale","Daily Paper, Radio, TV","6856","1998-11-04","1998-11-07"
"1182","124","Weekend Markdown","Daily Paper, Radio","6963","1998-11-18","1998-11-21"
"1183","124","Pick Your Savings","In-Store Coupon","8351","1998-12-04","1998-12-05"
"1184","124","Bye Bye Baby","Radio","9058","1998-12-15","1998-12-19"
"1187","125","Best Savings","TV","13051","1996-01-17","1996-01-21"
"1188","125","Savings Galore","Cash Register Handout","5467","1996-02-01","1996-02-03"
"1189","125","One Day Sale","Sunday Paper, Radio","6255","1996-02-14","1996-02-18"
"1190","125","Sale Winners","Cash Register Handout","8994","1996-03-01","1996-03-02"
"1191","125","Three for One","Sunday Paper, Radio","7473","1996-03-15","1996-03-17"
"1192","125","Saving Days","Sunday Paper, Radio, TV","11598","1996-03-28","1996-03-30"
"1193","125","Super Wallet Savers","Sunday Paper","7259","1996-04-12","1996-04-13"
"1194","125","Big Time Discounts","Daily Paper, Radio","8821","1996-04-25","1996-04-28"
"1195","125","Double Down Sale","Daily Paper, Radio","8500","1996-05-09","1996-05-11"
"1196","125","Fantastic Discounts","In-Store Coupon","14335","1996-05-21","1996-05-23"
"1197","125","Go For It","Cash Register Handout","14869","1996-06-07","1996-06-11"
"1198","125","High Roller Savings","TV","11812","1996-06-20","1996-06-23"
"1199","125","Price Winners","Sunday Paper","10036","1996-07-04","1996-07-08"
"1200","125","Money Savers","Sunday Paper, Radio, TV","8914","1996-07-19","1996-07-22"
"1201","125","Free For All","Daily Paper, Radio","14321","1996-07-31","1996-08-01"
"1202","125","Save-It Sale","Daily Paper, Radio, TV","9301","1996-08-13","1996-08-14"
"1203","125","Super Wallet Savers","Radio","6070","1996-08-29","1996-09-01"
"1204","125","Mystery Sale","Street Handout","5323","1996-09-12","1996-09-16"
"1205","125","Double Your Savings","Daily Paper","5602","1996-09-27","1996-09-29"
"1206","125","Free For All","Street Handout","5963","1996-10-10","1996-10-13"
"1207","125","You Save Days","Sunday Paper, Radio","13934","1996-10-23","1996-10-26"
"1208","125","You Save Days","Sunday Paper, Radio","14895","1996-11-08","1996-11-10"
"1209","125","Sales Days","Daily Paper","10048","1996-11-22","1996-11-25"
"1210","125","Go For It","Sunday Paper, Radio","5004","1996-12-03","1996-12-07"
"1211","125","Shelf Emptiers","Sunday Paper","11520","1996-12-19","1996-12-21"
"1212","125","Sale Winners","Radio","14190","1997-01-03","1997-01-04"
"1213","125","High Roller Savings","In-Store Coupon","11560","1997-01-16","1997-01-18"
"1214","125","Wallet Savers","Sunday Paper, Radio, TV","7995","1997-01-31","1997-02-04"
"1215","125","Dollar Days","Cash Register Handout","13055","1997-02-11","1997-02-14"
"1216","125","Super Duper Savers","Daily Paper","10091","1997-02-26","1997-02-27"
"1217","125","Shelf Clearing Days","Bulk Mail","12334","1997-03-13","1997-03-15"
"1218","125","Dollar Cutters","Bulk Mail","14149","1997-03-26","1997-03-28"
"1219","125","Saving Days","Daily Paper","10411","1997-04-09","1997-04-11"
"1220","125","Super Savers","Sunday Paper, Radio","6499","1997-04-24","1997-04-26"
"1221","125","Sale Winners","Daily Paper","14862","1997-05-08","1997-05-11"
"1222","125","Big Time Discounts","Radio","12059","1997-05-23","1997-05-26"
"1223","125","Price Winners","Cash Register Handout","9521","1997-06-04","1997-06-07"
"1224","125","Save-It Sale","Daily Paper","7318","1997-06-19","1997-06-20"
"1225","125","One Day Sale","In-Store Coupon","9307","1997-07-02","1997-07-04"
"1226","125","Dimes Off","Daily Paper","14541","1997-07-17","1997-07-19"
"1227","125","Double Your Savings","Sunday Paper","7893","1997-07-30","1997-08-02"
"1228","125","Go For It","Daily Paper, Radio, TV","10055","1997-08-15","1997-08-19"
"1229","125","Price Destroyers","Street Handout","14261","1997-08-27","1997-08-31"
"1230","125","Bye Bye Baby","Sunday Paper, Radio, TV","7532","1997-09-11","1997-09-13"
"1231","125","Two for One","Bulk Mail","8642","1997-09-23","1997-09-25"
"1232","125","Coupon Spectacular","In-Store Coupon","9858","1997-10-08","1997-10-11"
"1233","125","Save-It Sale","Daily Paper, Radio, TV","8937","1997-10-22","1997-10-25"
"1234","125","Mystery Sale","TV","10245","1997-11-06","1997-11-08"
"1235","125","Green Light Days","Street Handout","13342","1997-11-20","1997-11-22"
"1236","125","Double Down Sale","Daily Paper, Radio","6267","1997-12-03","1997-12-07"
"1237","125","Mystery Sale","Daily Paper, Radio","10219","1997-12-16","1997-12-17"
"1238","125","Three for One","Daily Paper, Radio","6908","1997-12-30","1998-01-02"
"1239","125","Mystery Sale","Street Handout","11206","1998-01-14","1998-01-15"
"1240","125","Bye Bye Baby","Daily Paper, Radio, TV","5839","1998-01-28","1998-01-31"
"1241","125","Big Time Discounts","In-Store Coupon","5940","1998-02-10","1998-02-13"
"1242","125","Tip Top Savings","Bulk Mail","10666","1998-02-27","1998-03-02"
"1243","125","Fantastic Discounts","In-Store Coupon","10854","1998-03-11","1998-03-13"
"1244","125","Big Promo","Radio","9852","1998-03-27","1998-03-30"
"1245","125","Dollar Cutters","Sunday Paper, Radio, TV","13550","1998-04-07","1998-04-09"
"1246","125","Savings Galore","Sunday Paper, Radio","13657","1998-04-21","1998-04-24"
"1247","125","Double Down Sale","Street Handout","5045","1998-05-07","1998-05-10"
"1248","125","Two for One","Daily Paper, Radio, TV","5752","1998-05-21","1998-05-24"
"1249","125","You Save Days","Radio","11668","1998-06-03","1998-06-05"
"1250","125","Big Time Savings","TV","9811","1998-06-17","1998-06-20"
"1251","125","Go For It","Street Handout","9745","1998-07-03","1998-07-07"
"1252","125","Price Destroyers","Daily Paper, Radio","6226","1998-07-17","1998-07-19"
"1253","125","Two Day Sale","Sunday Paper, Radio, TV","7015","1998-07-29","1998-07-30"
"1254","125","Mystery Sale","Sunday Paper, Radio","10539","1998-08-11","1998-08-14"
"1255","125","Sales Days","Bulk Mail","11674","1998-08-25","1998-08-28"
"1256","125","Dollar Cutters","In-Store Coupon","5799","1998-09-08","1998-09-12"
"1257","125","Price Winners","Daily Paper, Radio","11460","1998-09-22","1998-09-25"
"1258","125","Saving Days","Radio","13022","1998-10-09","1998-10-10"
"1259","125","Super Duper Savers","Radio","12702","1998-10-23","1998-10-27"
"1260","125","Savings Galore","Sunday Paper","5880","1998-11-04","1998-11-08"
"1261","125","Pick Your Savings","Product Attachment","6414","1998-11-18","1998-11-20"
"1262","125","Sales Galore","Product Attachment","7259","1998-12-01","1998-12-03"
"1263","125","Dollar Cutters","Daily Paper","5484","1998-12-16","1998-12-18"
"1264","125","Price Cutters","In-Store Coupon","13027","1998-12-29","1999-01-02"
"1266","126","Bag Stuffers","Street Handout","13414","1996-01-17","1996-01-20"
"1267","126","Price Winners","TV","10184","1996-02-02","1996-02-06"
"1268","126","Price Slashers","Daily Paper","9436","1996-02-14","1996-02-16"
"1269","126","Sales Days","Daily Paper, Radio, TV","9716","1996-02-28","1996-03-02"
"1270","126","Saving Days","Daily Paper","10077","1996-03-15","1996-03-18"
"1271","126","Sales Days","TV","8047","1996-03-28","1996-03-29"
"1272","126","Sales Days","Sunday Paper, Radio, TV","9009","1996-04-10","1996-04-13"
"1273","126","Super Duper Savers","Daily Paper, Radio","10719","1996-04-25","1996-04-28"
"1274","126","Sale Winners","Daily Paper, Radio, TV","9117","1996-05-08","1996-05-10"
"1275","126","Price Cutters","Sunday Paper, Radio, TV","5633","1996-05-22","1996-05-25"
"1276","126","One Day Sale","Bulk Mail","8303","1996-06-05","1996-06-07"
"1277","126","Green Light Special","Sunday Paper","5673","1996-06-21","1996-06-24"
"1278","126","Price Winners","In-Store Coupon","12108","1996-07-03","1996-07-05"
"1279","126","You Save Days","Radio","7169","1996-07-17","1996-07-21"
"1280","126","Save-It Sale","Product Attachment","11548","1996-08-02","1996-08-04"
"1281","126","Dollar Cutters","Cash Register Handout","13791","1996-08-14","1996-08-17"
"1282","126","Big Time Discounts","Cash Register Handout","8263","1996-08-29","1996-08-31"
"1283","126","Best Savings","Radio","13115","1996-09-13","1996-09-17"
"1284","126","Shelf Emptiers","Cash Register Handout","11859","1996-09-26","1996-09-30"
"1285","126","One Day Sale","Product Attachment","8975","1996-10-11","1996-10-15"
"1286","126","Sale Winners","Sunday Paper","6172","1996-10-23","1996-10-24"
"1287","126","Shelf Clearing Days","Radio","10979","1996-11-07","1996-11-10"
"1288","126","Bag Stuffers","Product Attachment","11432","1996-11-22","1996-11-24"
"1289","126","Price Slashers","Sunday Paper","10765","1996-12-05","1996-12-07"
"1290","126","Save-It Sale","Product Attachment","5999","1996-12-17","1996-12-20"
"1291","126","Price Cutters","Sunday Paper, Radio, TV","12006","1997-01-02","1997-01-05"
"1292","126","Price Savers","Street Handout","11513","1997-01-15","1997-01-17"
"1293","126","Three for One","Product Attachment","12247","1997-01-29","1997-02-01"
"1294","126","Free For All","Street Handout","5518","1997-02-12","1997-02-13"
"1295","126","Fantastic Discounts","Sunday Paper, Radio, TV","7415","1997-02-26","1997-03-01"
"1296","126","Green Light Days","Product Attachment","11286","1997-03-13","1997-03-16"
"1297","126","Two Day Sale","Daily Paper","10365","1997-03-27","1997-03-30"
"1298","126","Dollar Days","Sunday Paper, Radio","9017","1997-04-10","1997-04-12"
"1299","126","Bye Bye Baby","Sunday Paper, Radio","14771","1997-04-24","1997-04-26"
"1300","126","Green Light Special","In-Store Coupon","7695","1997-05-07","1997-05-08"
"1301","126","Money Savers","Daily Paper","11647","1997-05-21","1997-05-25"
"1302","126","Dollar Days","Daily Paper, Radio, TV","8336","1997-06-04","1997-06-07"
"1303","126","Dollar Days","Daily Paper, Radio","13881","1997-06-19","1997-06-22"
"1304","126","Price Savers","Sunday Paper, Radio","11170","1997-07-04","1997-07-05"
"1305","126","Sales Days","Sunday Paper","9995","1997-07-16","1997-07-19"
"1306","126","Big Promo","Cash Register Handout","12065","1997-07-30","1997-08-02"
"1307","126","Sales Galore","Product Attachment","14908","1997-08-14","1997-08-17"
"1308","126","I Cant Believe It Sale","Sunday Paper, Radio, TV","13906","1997-08-27","1997-08-30"
"1309","126","Big Time Discounts","In-Store Coupon","7605","1997-09-10","1997-09-13"
"1310","126","Super Wallet Savers","Daily Paper, Radio, TV","7711","1997-09-24","1997-09-27"
"1311","126","Super Duper Savers","Daily Paper","9100","1997-10-09","1997-10-10"
"1312","126","Super Savers","Cash Register Handout","7151","1997-10-23","1997-10-27"
"1313","126","Fantastic Discounts","TV","5722","1997-11-06","1997-11-09"
"1314","126","Big Promo","Sunday Paper","5112","1997-11-21","1997-11-23"
"1315","126","Bag Stuffers","Cash Register Handout","7702","1997-12-04","1997-12-05"
"1316","126","Unbeatable Price Savers","Radio","7462","1997-12-17","1997-12-20"
"1317","126","Free For All","In-Store Coupon","10906","1998-01-01","1998-01-03"
"1318","126","Bye Bye Baby","Daily Paper, Radio","14431","1998-01-14","1998-01-18"
"1319","126","High Roller Savings","Cash Register Handout","5566","1998-01-28","1998-01-29"
"1320","126","Dollar Days","Street Handout","7035","1998-02-11","1998-02-13"
"1321","126","Saving Days","Radio","5352","1998-02-25","1998-03-01"
"1322","126","Tip Top Savings","Street Handout","14258","1998-03-11","1998-03-14"
"1323","126","Save-It Sale","Sunday Paper","13937","1998-03-25","1998-03-27"
"1324","126","Dollar Cutters","Sunday Paper, Radio","13674","1998-04-08","1998-04-10"
"1325","126","Price Destroyers","In-Store Coupon","14208","1998-04-21","1998-04-22"
"1326","126","Shelf Emptiers","Daily Paper, Radio","11151","1998-05-07","1998-05-11"
"1327","126","Price Slashers","Sunday Paper","12031","1998-05-19","1998-05-20"
"1328","126","Double Down Sale","TV","9574","1998-06-04","1998-06-07"
"1329","126","Green Light Days","Sunday Paper, Radio, TV","14982","1998-06-17","1998-06-21"
"1330","126","Weekend Markdown","In-Store Coupon","7305","1998-07-03","1998-07-04"
"1331","126","Saving Days","Street Handout","6731","1998-07-15","1998-07-18"
"1332","126","Two for One","Product Attachment","5983","1998-07-30","1998-08-03"
"1333","126","Sales Galore","Sunday Paper, Radio, TV","6263","1998-08-11","1998-08-13"
"1334","126","One Day Sale","Product Attachment","6624","1998-08-26","1998-08-28"
"1335","126","Super Duper Savers","Sunday Paper","6004","1998-09-09","1998-09-12"
"1336","126","Super Duper Savers","Sunday Paper","6965","1998-09-22","1998-09-25"
"1337","126","Price Winners","In-Store Coupon","9463","1998-10-08","1998-10-12"
"1338","126","Tip Top Savings","Cash Register Handout","7860","1998-10-21","1998-10-23"
"1339","126","Bag Stuffers","Daily Paper","7032","1998-11-04","1998-11-07"
"1340","126","Big Promo","Daily Paper, Radio","9702","1998-11-18","1998-11-20"
"1341","126","Coupon Spectacular","Street Handout","7072","1998-12-03","1998-12-06"
"1342","126","Sales Galore","Daily Paper, Radio","10851","1998-12-16","1998-12-18"
"1343","126","Price Cutters","Street Handout","8568","1998-12-30","1998-12-31"
"1345","127","Save-It Sale","Sunday Paper, Radio, TV","9122","1996-01-18","1996-01-22"
"1346","127","Sales Days","Sunday Paper","10937","1996-02-02","1996-02-06"
"1347","127","Three for One","Bulk Mail","7199","1996-02-14","1996-02-16"
"1348","127","Price Cutters","Sunday Paper, Radio","13287","1996-02-28","1996-03-01"
"1349","127","Bye Bye Baby","Sunday Paper, Radio, TV","10403","1996-03-12","1996-03-14"
"1350","127","One Day Sale","Daily Paper, Radio","10256","1996-03-28","1996-03-30"
"1351","127","Shelf Emptiers","TV","5063","1996-04-12","1996-04-13"
"1352","127","Tip Top Savings","Street Handout","12860","1996-04-24","1996-04-28"
"1353","127","You Save Days","Sunday Paper, Radio, TV","14849","1996-05-07","1996-05-11"
"1354","127","Bag Stuffers","Sunday Paper, Radio, TV","10083","1996-05-22","1996-05-23"
"1355","127","Unbeatable Price Savers","In-Store Coupon","6090","1996-06-07","1996-06-09"
"1356","127","Dimes Off","Cash Register Handout","9499","1996-06-19","1996-06-23"
"1357","127","Price Slashers","Sunday Paper, Radio, TV","6361","1996-07-03","1996-07-04"
"1358","127","Big Time Savings","Daily Paper","6976","1996-07-18","1996-07-20"
"1359","127","Sales Galore","In-Store Coupon","11528","1996-08-01","1996-08-02"
"1360","127","Bye Bye Baby","Sunday Paper, Radio, TV","5399","1996-08-16","1996-08-18"
"1361","127","Free For All","Product Attachment","14479","1996-08-30","1996-08-31"
"1362","127","Double Your Savings","Daily Paper, Radio, TV","13130","1996-09-10","1996-09-12"
"1363","127","Wallet Savers","Daily Paper, Radio, TV","6228","1996-09-27","1996-09-30"
"1364","127","Price Winners","Sunday Paper","11808","1996-10-10","1996-10-12"
"1365","127","Double Your Savings","Product Attachment","5760","1996-10-23","1996-10-25"
"1366","127","Weekend Markdown","Daily Paper","6351","1996-11-08","1996-11-10"
"1367","127","Sales Days","Radio","7994","1996-11-22","1996-11-26"
"1368","127","Big Time Savings","Sunday Paper, Radio, TV","5283","1996-12-04","1996-12-06"
"1369","127","Unbeatable Price Savers","Daily Paper, Radio","14108","1996-12-19","1996-12-21"
"1370","127","I Cant Believe It Sale","Radio","6178","1997-01-02","1997-01-03"
"1371","127","Dollar Cutters","Sunday Paper, Radio, TV","9022","1997-01-17","1997-01-18"
"1372","127","Fantastic Discounts","In-Store Coupon","8020","1997-01-30","1997-01-31"
"1373","127","Sale Winners","Product Attachment","9062","1997-02-13","1997-02-17"
"1374","127","Free For All","Street Handout","9169","1997-02-27","1997-02-28"
"1375","127","Save-It Sale","Product Attachment","10557","1997-03-12","1997-03-15"
"1376","127","Mystery Sale","Daily Paper, Radio, TV","5167","1997-03-27","1997-03-30"
"1377","127","Dollar Cutters","Sunday Paper","13738","1997-04-09","1997-04-11"
"1378","127","I Cant Believe It Sale","Daily Paper, Radio","9226","1997-04-23","1997-04-26"
"1379","127","Dimes Off","Sunday Paper, Radio","11815","1997-05-06","1997-05-08"
"1380","127","Green Light Days","Bulk Mail","11576","1997-05-22","1997-05-23"
"1381","127","Saving Days","Sunday Paper","5020","1997-06-06","1997-06-09"
"1382","127","Wallet Savers","In-Store Coupon","8544","1997-06-20","1997-06-21"
"1383","127","Green Light Special","Sunday Paper, Radio","7023","1997-07-03","1997-07-05"
"1384","127","You Save Days","Daily Paper","11148","1997-07-17","1997-07-20"
"1385","127","Mystery Sale","Sunday Paper","6809","1997-08-01","1997-08-02"
"1386","127","Three for One","Daily Paper, Radio, TV","9705","1997-08-14","1997-08-15"
"1387","127","Big Time Discounts","Daily Paper, Radio, TV","9385","1997-08-29","1997-09-01"
"1388","127","Bag Stuffers","Cash Register Handout","5219","1997-09-09","1997-09-12"
"1389","127","Shelf Clearing Days","Product Attachment","5753","1997-09-26","1997-09-30"
"1390","127","Save-It Sale","Daily Paper","12696","1997-10-10","1997-10-11"
"1391","127","Double Your Savings","Sunday Paper, Radio","13577","1997-10-22","1997-10-26"
"1392","127","Weekend Markdown","Sunday Paper, Radio","8464","1997-11-07","1997-11-09"
"1393","127","Bye Bye Baby","Daily Paper","13871","1997-11-19","1997-11-20"
"1394","127","Best Savings","Daily Paper, Radio","8851","1997-12-02","1997-12-03"
"1395","127","Dimes Off","Sunday Paper, Radio","8276","1997-12-17","1997-12-20"
"1396","127","Price Winners","Street Handout","7529","1997-12-31","1998-01-03"
"1397","127","Money Savers","Sunday Paper","11711","1998-01-15","1998-01-19"
"1398","127","Wallet Savers","Daily Paper, Radio, TV","14728","1998-01-28","1998-01-30"
"1399","127","Big Time Discounts","Cash Register Handout","12698","1998-02-12","1998-02-14"
"1400","127","Big Time Discounts","Cash Register Handout","13659","1998-02-26","1998-02-27"
"1401","127","Bag Stuffers","TV","6157","1998-03-11","1998-03-14"
"1402","127","Savings Galore","Daily Paper","14554","1998-03-27","1998-03-31"
"1403","127","Weekend Markdown","Sunday Paper","11070","1998-04-09","1998-04-11"
"1404","127","Super Wallet Savers","Radio","13740","1998-04-24","1998-04-28"
"1405","127","Super Wallet Savers","In-Store Coupon","13766","1998-05-06","1998-05-07"
"1406","127","Shelf Emptiers","Sunday Paper, Radio","8791","1998-05-20","1998-05-21"
"1407","127","Green Light Special","Product Attachment","6508","1998-06-02","1998-06-06"
"1408","127","Sale Winners","Daily Paper, Radio","10887","1998-06-18","1998-06-19"
"1409","127","Sales Days","Daily Paper","13130","1998-07-03","1998-07-05"
"1410","127","Coupon Spectacular","Daily Paper","14946","1998-07-15","1998-07-17"
"1411","127","Pick Your Savings","Daily Paper, Radio","11208","1998-07-30","1998-08-02"
"1412","127","High Roller Savings","Sunday Paper, Radio, TV","7296","1998-08-13","1998-08-16"
"1413","127","Wallet Savers","Bulk Mail","14412","1998-08-27","1998-08-30"
"1414","127","Coupon Spectacular","Radio","14265","1998-09-10","1998-09-13"
"1415","127","Big Time Discounts","Cash Register Handout","9071","1998-09-23","1998-09-25"
"1416","127","Big Promo","Daily Paper","6869","1998-10-08","1998-10-10"
"1417","127","Sales Galore","Sunday Paper","12923","1998-10-23","1998-10-26"
"1418","127","Coupon Spectacular","Product Attachment","8157","1998-11-03","1998-11-06"
"1419","127","Price Smashers","Daily Paper","11509","1998-11-19","1998-11-20"
"1420","127","Dollar Days","Radio","13671","1998-12-03","1998-12-05"
"1421","127","High Roller Savings","In-Store Coupon","7877","1998-12-17","1998-12-19"
"1422","127","Dollar Cutters","Product Attachment","11148","1998-12-29","1999-01-01"
"1424","128","High Roller Savings","In-Store Coupon","6916","1996-01-16","1996-01-18"
"1425","128","Shelf Clearing Days","Sunday Paper, Radio, TV","8651","1996-01-30","1996-02-01"
"1426","128","Sales Days","Street Handout","7302","1996-02-14","1996-02-18"
"1427","128","Sales Galore","Product Attachment","11646","1996-02-28","1996-02-29"
